User_ID,Start_DateTime,End_DateTime,Type,Location
user020@example.com,10/02/2027 10:00,10/02/2027 10:30,Online,Parramatta
user160@example.com,10/02/2027 15:30,10/02/2027 16:00,Online,Sydney CBD
user085@example.com,10/02/2027 14:00,10/02/2027 14:30,All,Geelong
user161@example.com,10/02/2027 16:30,10/02/2027 17:00,Online,Sydney CBD
user159@example.com,10/02/2027 15:30,10/02/2027 16:00,All,Geelong
user059@example.com,10/02/2027 09:00,10/02/2027 09:30,In-Person,Sydney CBD
user195@example.com,10/02/2027 09:00,10/02/2027 09:30,Online,Geelong
user178@example.com,10/02/2027 09:30,10/02/2027 10:00,Online,Parramatta
user084@example.com,10/02/2027 12:30,10/02/2027 13:00,In-Person,Geelong
user096@example.com,10/02/2027 08:30,10/02/2027 09:00,Online,Sydney CBD
user136@example.com,10/02/2027 14:30,10/02/2027 15:00,In-Person,Parramatta
user044@example.com,10/02/2027 14:30,10/02/2027 15:00,All,Parramatta
user098@example.com,10/02/2027 10:30,10/02/2027 11:00,In-Person,Gold Coast
user128@example.com,10/02/2027 17:30,10/02/2027 18:00,All,Parramatta
user119@example.com,10/02/2027 17:00,10/02/2027 17:30,In-Person,Parramatta
user171@example.com,10/02/2027 12:00,10/02/2027 12:30,Online,Sydney CBD
user174@example.com,10/02/2027 08:00,10/02/2027 08:30,Online,Sydney CBD
user114@example.com,10/02/2027 16:30,10/02/2027 17:00,In-Person,Geelong
user164@example.com,10/02/2027 13:30,10/02/2027 14:00,All,Sydney CBD
user117@example.com,10/02/2027 14:30,10/02/2027 15:00,All,Sydney CBD
user124@example.com,10/02/2027 12:30,10/02/2027 13:00,In-Person,Canberra
user147@example.com,10/02/2027 09:30,10/02/2027 10:00,In-Person,Canberra
user180@example.com,10/02/2027 13:30,10/02/2027 14:00,All,Sydney CBD
user071@example.com,10/02/2027 12:30,10/02/2027 13:00,In-Person,Canberra
user156@example.com,10/02/2027 08:00,10/02/2027 08:30,All,Geelong
user156@example.com,10/02/2027 15:30,10/02/2027 16:00,Online,Parramatta
user159@example.com,10/02/2027 13:30,10/02/2027 14:00,In-Person,Parramatta
user161@example.com,10/02/2027 12:00,10/02/2027 12:30,All,Parramatta
user080@example.com,10/02/2027 09:30,10/02/2027 10:00,All,Geelong
user094@example.com,10/02/2027 15:00,10/02/2027 15:30,In-Person,Gold Coast
user084@example.com,10/02/2027 10:00,10/02/2027 10:30,In-Person,Sydney CBD
user034@example.com,10/02/2027 14:30,10/02/2027 15:00,In-Person,Parramatta
user129@example.com,10/02/2027 16:30,10/02/2027 17:00,Online,Gold Coast
user124@example.com,10/02/2027 12:00,10/02/2027 12:30,In-Person,Sydney CBD
user030@example.com,10/02/2027 12:30,10/02/2027 13:00,All,Sydney CBD
user194@example.com,10/02/2027 15:00,10/02/2027 15:30,In-Person,Parramatta
user143@example.com,10/02/2027 11:30,10/02/2027 12:00,All,Canberra
user004@example.com,10/02/2027 13:30,10/02/2027 14:00,In-Person,Canberra
user117@example.com,10/02/2027 12:00,10/02/2027 12:30,All,Geelong
user150@example.com,10/02/2027 13:30,10/02/2027 14:00,All,Sydney CBD
user028@example.com,10/02/2027 14:00,10/02/2027 14:30,All,Sydney CBD
user159@example.com,10/02/2027 11:30,10/02/2027 12:00,Online,Geelong
user057@example.com,10/02/2027 16:30,10/02/2027 17:00,Online,Gold Coast
user180@example.com,10/02/2027 09:00,10/02/2027 09:30,All,Canberra
user030@example.com,10/02/2027 12:30,10/02/2027 13:00,All,Canberra
user078@example.com,10/02/2027 10:00,10/02/2027 10:30,In-Person,Geelong
user061@example.com,10/02/2027 15:30,10/02/2027 16:00,In-Person,Geelong
user117@example.com,10/02/2027 16:30,10/02/2027 17:00,In-Person,Canberra
user108@example.com,10/02/2027 13:30,10/02/2027 14:00,All,Gold Coast
user107@example.com,10/02/2027 17:00,10/02/2027 17:30,All,Parramatta
user105@example.com,10/02/2027 09:30,10/02/2027 10:00,Online,Gold Coast
user056@example.com,10/02/2027 12:00,10/02/2027 12:30,In-Person,Sydney CBD
user093@example.com,10/02/2027 15:00,10/02/2027 15:30,Online,Parramatta
user140@example.com,10/02/2027 09:30,10/02/2027 10:00,All,Sydney CBD
user071@example.com,10/02/2027 13:30,10/02/2027 14:00,In-Person,Canberra
user024@example.com,10/02/2027 11:00,10/02/2027 11:30,In-Person,Canberra
user006@example.com,10/02/2027 11:00,10/02/2027 11:30,All,Gold Coast
user033@example.com,10/02/2027 08:30,10/02/2027 09:00,Online,Parramatta
user196@example.com,10/02/2027 17:00,10/02/2027 17:30,In-Person,Geelong
user056@example.com,10/02/2027 16:30,10/02/2027 17:00,In-Person,Gold Coast
user153@example.com,10/02/2027 11:30,10/02/2027 12:00,Online,Parramatta
user034@example.com,10/02/2027 08:00,10/02/2027 08:30,Online,Parramatta
user029@example.com,10/02/2027 16:30,10/02/2027 17:00,Online,Parramatta
user092@example.com,10/02/2027 08:00,10/02/2027 08:30,In-Person,Geelong
user005@example.com,10/02/2027 11:30,10/02/2027 12:00,All,Sydney CBD
user033@example.com,10/02/2027 10:30,10/02/2027 11:00,Online,Geelong
user191@example.com,10/02/2027 14:30,10/02/2027 15:00,All,Geelong
user200@example.com,10/02/2027 09:00,10/02/2027 09:30,Online,Canberra
user028@example.com,10/02/2027 13:30,10/02/2027 14:00,All,Gold Coast
user158@example.com,10/02/2027 15:00,10/02/2027 15:30,All,Parramatta
user078@example.com,10/02/2027 08:30,10/02/2027 09:00,All,Gold Coast
user016@example.com,10/02/2027 15:00,10/02/2027 15:30,All,Geelong
user176@example.com,10/02/2027 15:30,10/02/2027 16:00,Online,Canberra
user019@example.com,10/02/2027 09:30,10/02/2027 10:00,Online,Canberra
user038@example.com,10/02/2027 09:00,10/02/2027 09:30,Online,Gold Coast
user160@example.com,10/02/2027 09:00,10/02/2027 09:30,In-Person,Sydney CBD
user098@example.com,10/02/2027 17:00,10/02/2027 17:30,All,Sydney CBD
user117@example.com,10/02/2027 17:30,10/02/2027 18:00,All,Sydney CBD
user026@example.com,10/02/2027 16:00,10/02/2027 16:30,All,Canberra
user185@example.com,10/02/2027 09:30,10/02/2027 10:00,All,Gold Coast
user059@example.com,10/02/2027 11:00,10/02/2027 11:30,Online,Canberra
user103@example.com,10/02/2027 14:30,10/02/2027 15:00,Online,Canberra
user081@example.com,10/02/2027 14:30,10/02/2027 15:00,All,Geelong
user096@example.com,10/02/2027 14:30,10/02/2027 15:00,Online,Sydney CBD
user018@example.com,10/02/2027 10:00,10/02/2027 10:30,All,Canberra
user111@example.com,10/02/2027 09:00,10/02/2027 09:30,In-Person,Geelong
user034@example.com,10/02/2027 09:30,10/02/2027 10:00,All,Sydney CBD
user144@example.com,10/02/2027 16:30,10/02/2027 17:00,In-Person,Gold Coast
user106@example.com,10/02/2027 16:30,10/02/2027 17:00,Online,Geelong
user185@example.com,10/02/2027 13:30,10/02/2027 14:00,All,Canberra
user080@example.com,10/02/2027 08:30,10/02/2027 09:00,Online,Gold Coast
user130@example.com,10/02/2027 13:30,10/02/2027 14:00,In-Person,Gold Coast
user058@example.com,10/02/2027 11:00,10/02/2027 11:30,In-Person,Canberra
user095@example.com,10/02/2027 09:30,10/02/2027 10:00,Online,Gold Coast
user058@example.com,10/02/2027 09:30,10/02/2027 10:00,Online,Gold Coast
user158@example.com,10/02/2027 14:30,10/02/2027 15:00,All,Gold Coast
user169@example.com,10/02/2027 16:30,10/02/2027 17:00,In-Person,Gold Coast
user070@example.com,10/02/2027 12:00,10/02/2027 12:30,In-Person,Parramatta
user002@example.com,10/02/2027 12:30,10/02/2027 13:00,Online,Sydney CBD
user169@example.com,10/02/2027 10:30,10/02/2027 11:00,In-Person,Gold Coast
user190@example.com,10/02/2027 14:00,10/02/2027 14:30,In-Person,Parramatta
user056@example.com,10/02/2027 08:00,10/02/2027 08:30,In-Person,Gold Coast
user088@example.com,10/02/2027 14:00,10/02/2027 14:30,Online,Canberra
user185@example.com,10/02/2027 10:30,10/02/2027 11:00,Online,Sydney CBD
user022@example.com,10/02/2027 13:00,10/02/2027 13:30,All,Gold Coast
user194@example.com,10/02/2027 08:30,10/02/2027 09:00,In-Person,Parramatta
user070@example.com,10/02/2027 17:30,10/02/2027 18:00,In-Person,Geelong
user125@example.com,10/02/2027 15:00,10/02/2027 15:30,All,Canberra
user070@example.com,10/02/2027 17:30,10/02/2027 18:00,Online,Canberra
user089@example.com,10/02/2027 11:00,10/02/2027 11:30,All,Geelong
user174@example.com,10/02/2027 14:30,10/02/2027 15:00,In-Person,Sydney CBD
user171@example.com,10/02/2027 17:00,10/02/2027 17:30,Online,Gold Coast
user102@example.com,10/02/2027 12:30,10/02/2027 13:00,In-Person,Parramatta
user053@example.com,10/02/2027 17:30,10/02/2027 18:00,In-Person,Geelong
user196@example.com,10/02/2027 12:30,10/02/2027 13:00,In-Person,Parramatta
user031@example.com,10/02/2027 12:00,10/02/2027 12:30,Online,Sydney CBD
user045@example.com,10/02/2027 08:00,10/02/2027 08:30,Online,Canberra
user181@example.com,10/02/2027 10:00,10/02/2027 10:30,Online,Gold Coast
user172@example.com,10/02/2027 11:30,10/02/2027 12:00,All,Gold Coast
user190@example.com,10/02/2027 13:30,10/02/2027 14:00,In-Person,Canberra
user118@example.com,10/02/2027 08:30,10/02/2027 09:00,Online,Geelong
user110@example.com,10/02/2027 09:00,10/02/2027 09:30,Online,Gold Coast
user075@example.com,10/02/2027 17:00,10/02/2027 17:30,Online,Canberra
user084@example.com,10/02/2027 09:30,10/02/2027 10:00,Online,Geelong
user177@example.com,10/02/2027 10:30,10/02/2027 11:00,All,Canberra
user028@example.com,10/02/2027 13:30,10/02/2027 14:00,In-Person,Canberra
user103@example.com,10/02/2027 11:30,10/02/2027 12:00,Online,Gold Coast
user080@example.com,10/02/2027 16:00,10/02/2027 16:30,In-Person,Canberra
user200@example.com,10/02/2027 13:00,10/02/2027 13:30,In-Person,Sydney CBD
user163@example.com,10/02/2027 10:30,10/02/2027 11:00,In-Person,Gold Coast
user050@example.com,10/02/2027 09:30,10/02/2027 10:00,All,Gold Coast
user061@example.com,10/02/2027 13:30,10/02/2027 14:00,Online,Parramatta
user051@example.com,10/02/2027 09:30,10/02/2027 10:00,In-Person,Sydney CBD
user195@example.com,10/02/2027 10:30,10/02/2027 11:00,All,Parramatta
user119@example.com,10/02/2027 09:00,10/02/2027 09:30,In-Person,Canberra
user175@example.com,10/02/2027 17:00,10/02/2027 17:30,All,Canberra
user083@example.com,10/02/2027 17:00,10/02/2027 17:30,All,Gold Coast
user018@example.com,10/02/2027 13:00,10/02/2027 13:30,In-Person,Canberra
user071@example.com,10/02/2027 15:30,10/02/2027 16:00,Online,Sydney CBD
user130@example.com,10/02/2027 17:00,10/02/2027 17:30,In-Person,Sydney CBD
user116@example.com,10/02/2027 09:00,10/02/2027 09:30,Online,Canberra
user074@example.com,10/02/2027 08:30,10/02/2027 09:00,In-Person,Sydney CBD
user158@example.com,10/02/2027 09:00,10/02/2027 09:30,All,Geelong
user119@example.com,10/02/2027 17:30,10/02/2027 18:00,All,Canberra
user116@example.com,10/02/2027 17:00,10/02/2027 17:30,All,Geelong
user083@example.com,10/02/2027 17:00,10/02/2027 17:30,All,Parramatta
user039@example.com,10/02/2027 17:30,10/02/2027 18:00,Online,Gold Coast
user088@example.com,10/02/2027 08:30,10/02/2027 09:00,Online,Geelong
user011@example.com,10/02/2027 09:00,10/02/2027 09:30,All,Parramatta
user113@example.com,10/02/2027 11:30,10/02/2027 12:00,All,Canberra
user041@example.com,10/02/2027 16:00,10/02/2027 16:30,All,Gold Coast
user100@example.com,10/02/2027 13:30,10/02/2027 14:00,Online,Sydney CBD
user014@example.com,10/02/2027 14:30,10/02/2027 15:00,Online,Gold Coast
user025@example.com,10/02/2027 13:00,10/02/2027 13:30,In-Person,Sydney CBD
user073@example.com,10/02/2027 16:30,10/02/2027 17:00,All,Canberra
user039@example.com,10/02/2027 12:00,10/02/2027 12:30,All,Gold Coast
user170@example.com,10/02/2027 13:00,10/02/2027 13:30,In-Person,Gold Coast
user168@example.com,10/02/2027 10:00,10/02/2027 10:30,Online,Sydney CBD
user182@example.com,10/02/2027 14:00,10/02/2027 14:30,In-Person,Gold Coast
user097@example.com,10/02/2027 09:00,10/02/2027 09:30,Online,Gold Coast
user024@example.com,10/02/2027 13:00,10/02/2027 13:30,In-Person,Gold Coast
user005@example.com,10/02/2027 14:30,10/02/2027 15:00,All,Sydney CBD
user055@example.com,10/02/2027 13:30,10/02/2027 14:00,Online,Parramatta
user058@example.com,10/02/2027 13:00,10/02/2027 13:30,Online,Parramatta
user076@example.com,10/02/2027 10:00,10/02/2027 10:30,In-Person,Geelong
user190@example.com,10/02/2027 09:30,10/02/2027 10:00,All,Gold Coast
user197@example.com,10/02/2027 16:00,10/02/2027 16:30,In-Person,Sydney CBD
user097@example.com,10/02/2027 17:30,10/02/2027 18:00,In-Person,Gold Coast
user178@example.com,10/02/2027 10:00,10/02/2027 10:30,In-Person,Parramatta
user012@example.com,10/02/2027 17:30,10/02/2027 18:00,In-Person,Canberra
user114@example.com,10/02/2027 14:30,10/02/2027 15:00,Online,Parramatta
user060@example.com,10/02/2027 17:30,10/02/2027 18:00,Online,Canberra
user121@example.com,10/02/2027 16:30,10/02/2027 17:00,In-Person,Sydney CBD
user113@example.com,10/02/2027 11:00,10/02/2027 11:30,Online,Gold Coast
user129@example.com,10/02/2027 15:00,10/02/2027 15:30,Online,Canberra
user052@example.com,10/02/2027 16:00,10/02/2027 16:30,Online,Parramatta
user014@example.com,10/02/2027 17:30,10/02/2027 18:00,In-Person,Sydney CBD
user027@example.com,10/02/2027 15:30,10/02/2027 16:00,Online,Gold Coast
user022@example.com,10/02/2027 16:00,10/02/2027 16:30,In-Person,Sydney CBD
user132@example.com,10/02/2027 10:30,10/02/2027 11:00,Online,Canberra
user057@example.com,10/02/2027 10:00,10/02/2027 10:30,Online,Geelong
user107@example.com,10/02/2027 15:00,10/02/2027 15:30,Online,Geelong
user096@example.com,10/02/2027 08:30,10/02/2027 09:00,Online,Gold Coast
user096@example.com,10/02/2027 11:30,10/02/2027 12:00,Online,Geelong
user026@example.com,10/02/2027 11:30,10/02/2027 12:00,In-Person,Sydney CBD
user010@example.com,10/02/2027 13:00,10/02/2027 13:30,In-Person,Parramatta
user195@example.com,10/02/2027 12:30,10/02/2027 13:00,Online,Parramatta
user002@example.com,10/02/2027 15:30,10/02/2027 16:00,Online,Gold Coast
user056@example.com,10/02/2027 09:00,10/02/2027 09:30,In-Person,Sydney CBD
user136@example.com,10/02/2027 10:00,10/02/2027 10:30,All,Gold Coast
user061@example.com,10/02/2027 14:30,10/02/2027 15:00,In-Person,Sydney CBD
user062@example.com,10/02/2027 12:30,10/02/2027 13:00,In-Person,Geelong
user118@example.com,10/02/2027 14:30,10/02/2027 15:00,All,Gold Coast
user153@example.com,10/02/2027 09:00,10/02/2027 09:30,In-Person,Canberra
user148@example.com,10/02/2027 16:30,10/02/2027 17:00,In-Person,Gold Coast
user075@example.com,10/02/2027 11:30,10/02/2027 12:00,All,Parramatta
user091@example.com,10/02/2027 14:30,10/02/2027 15:00,In-Person,Gold Coast
user048@example.com,10/02/2027 11:30,10/02/2027 12:00,All,Canberra
user018@example.com,10/02/2027 09:00,10/02/2027 09:30,All,Sydney CBD
user130@example.com,10/02/2027 16:00,10/02/2027 16:30,All,Gold Coast
user121@example.com,10/02/2027 16:30,10/02/2027 17:00,In-Person,Canberra
user096@example.com,10/02/2027 08:30,10/02/2027 09:00,All,Canberra
user092@example.com,10/02/2027 12:00,10/02/2027 12:30,All,Geelong
user188@example.com,10/02/2027 09:00,10/02/2027 09:30,Online,Parramatta
user035@example.com,10/02/2027 09:30,10/02/2027 10:00,All,Sydney CBD
user087@example.com,10/02/2027 08:30,10/02/2027 09:00,Online,Gold Coast
user179@example.com,10/02/2027 10:30,10/02/2027 11:00,All,Canberra
user035@example.com,10/02/2027 15:30,10/02/2027 16:00,All,Parramatta
user010@example.com,10/02/2027 09:00,10/02/2027 09:30,All,Canberra
user052@example.com,10/02/2027 12:30,10/02/2027 13:00,In-Person,Geelong
